LAT,LONG,GOBS
-22.22645,-54.93229,978629.5
-22.22996,-54.92923,978630.28
-22.2318,-54.9259,978630.05
-22.25978,-54.97385,978639.66
-22.26377,-54.97535,978638.59
-22.2681,-54.9769,978636.89
-22.27172,-54.97795,978635.3
-22.27441,-54.97902,978634.78
-22.27763,-54.98034,978634.31
-22.09835,-54.99867,978633.99
-22.09745,-54.99378,978635.52
-22.12435,-54.99757,978628.51
-22.12129,-54.99429,978629.06
-22.11701,-54.9933,978630.65
-22.11265,-54.99324,978632.33
-22.10921,-54.9918,978632.4
-22.10556,-54.99309,978633.63
-22.10218,-54.99317,978635.47
-22.09568,-54.9893,978635.45
-22.09338,-54.98483,978636.78
-22.15924,-54.7998,978622.67
-22.15572,-54.79736,978622.68
-22.15224,-54.795,978624.35
-22.14917,-54.79288,978624.03
-22.14614,-54.84191,978622.71
-22.14344,-54.84397,978621.53
-22.14034,-54.84492,978621.15
-22.1373,-54.84266,978620.93
-22.14781,-54.83834,978625.21
-22.14748,-54.83396,978627.79
-22.14474,-54.83014,978626.85
-22.14311,-54.82613,978627.69
-22.14266,-54.82181,978628.83
-22.1434,-54.81657,978633.94
-22.14564,-54.81299,978629.17
-22.14837,-54.80943,978628.72
-22.15203,-54.80749,978627.43
-22.15487,-54.80448,978625.16
-22.15666,-54.80174,978623.96
-22.13716,-54.92489,978630.78
-22.13468,-54.92085,978630.33
-22.13476,-54.91701,978632.64
-22.13499,-54.91251,978632.43
-22.13681,-54.90986,978638.16
-22.14572,-54.89839,978626.21
-22.14301,-54.90137,978627.31
-22.1402,-54.90429,978631.5
-22.13827,-54.90667,978635.56
-22.19477,-54.83622,978622.5
-22.19877,-54.83521,978625.0
-22.20011,-54.83123,978626.45
-22.20128,-54.82723,978626.01
-22.20399,-54.82363,978627.18
-22.20544,-54.82006,978628.24
-22.20484,-54.81675,978627.01
-22.20143,-54.8151,978624.8
-22.19968,-54.81303,978624.72
-22.21981,-54.8251,978627.63
-22.216,-54.82517,978626.86
-22.21154,-54.8248,978627.42
-22.20818,-54.82726,978627.11
-22.20551,-54.8308,978626.08
-22.20307,-54.83337,978626.17
-22.13594,-54.846,978622.26
-22.13495,-54.84994,978622.42
-22.13399,-54.85393,978622.38
-22.13291,-54.85847,978620.72
-22.13064,-54.86127,978620.33
-22.1306,-54.86483,978624.24
-22.13232,-54.86813,978628.51
-22.10789,-54.92558,978637.97
-22.10658,-54.92965,978635.25
-22.10498,-54.93465,978627.29
-22.13373,-54.95522,978633.67
-22.13788,-54.97572,978627.6
-22.26012,-54.70291,978635.02
-22.25638,-54.69886,978634.13
-22.25411,-54.6959,978634.17
-22.25124,-54.6922,978634.62
-22.24861,-54.68885,978633.31
-22.24594,-54.68537,978632.44
-22.24331,-54.68207,978632.21
-22.24037,-54.67819,978634.42
-22.23779,-54.67711,978635.72
-22.23441,-54.68018,978636.21
-22.23152,-54.68273,978636.32
-22.22845,-54.68555,978636.74
-22.2252,-54.68845,978637.06
-22.24116,-54.67421,978635.42
-22.24439,-54.67122,978634.04
-22.24683,-54.66906,978632.55
-22.24984,-54.66634,978631.74
-22.25316,-54.66335,978631.65
-22.25583,-54.66086,978632.63
-22.26005,-54.65706,978634.46
-22.26376,-54.65372,978635.49
-22.26128,-54.65009,978634.43
-22.2582,-54.64614,978633.45
-22.25571,-54.64584,978633.23
-22.25336,-54.6439,978633.72
-22.25098,-54.64082,978635.01
-22.24827,-54.63728,978636.11
-22.24484,-54.6405,978636.69
-22.24173,-54.64328,978636.98
-22.23829,-54.6464,978638.13
-22.23478,-54.64943,978634.84
-22.23155,-54.6523,978633.03
-22.22836,-54.65531,978634.24
-22.225,-54.65838,978636.82
-22.22216,-54.65485,978635.45
-22.21931,-54.65104,978634.76
-22.21658,-54.64772,978633.74
-22.21387,-54.644,978633.42
-22.21003,-54.64345,978634.57
-22.23616,-54.67275,978637.99
-22.23314,-54.66891,978635.16
-22.23056,-54.6656,978634.47
-22.22714,-54.66123,978634.85
-22.22158,-54.66133,978635.56
-22.21827,-54.66419,978636.24
-22.21522,-54.66704,978636.57
-22.25425,-54.69283,978634.01
-22.25805,-54.68938,978633.63
-22.26146,-54.68634,978633.84
-22.26465,-54.68348,978634.3
-22.26789,-54.68056,978635.11
-22.27077,-54.67804,978636.79
-22.27365,-54.67541,978637.74
-22.27068,-54.6716,978636.12
-22.26791,-54.66807,978634.65
-22.26562,-54.66497,978633.94
-22.26239,-54.6609,978633.9
-22.26567,-54.70306,978635.74
-22.26789,-54.69978,978634.28
-22.27011,-54.69637,978633.45
-22.27246,-54.69294,978633.34
-22.2733,-54.68929,978634.8
-22.27223,-54.68544,978636.56
-22.26981,-54.68185,978636.14
-22.27367,-54.69651,978632.92
-22.27936,-54.69714,978633.75
-22.28166,-54.69505,978635.26
-22.28534,-54.69355,978636.49
-22.28898,-54.69265,978637.35
-22.28628,-54.68942,978636.88
-22.28397,-54.6902,978636.49
-22.2272,-54.79916,978630.22
-22.22649,-54.78981,978631.58
-22.22533,-54.78215,978632.77
-22.22485,-54.77527,978631.44
-22.22391,-54.7678,978630.43
-22.22244,-54.76196,978631.48
-22.22093,-54.75304,978632.39
-22.2214,-54.74461,978633.1
-22.22208,-54.73635,978630.95
-22.22249,-54.72965,978631.63
-22.2226,-54.72258,978633.3
-22.21872,-54.71604,978633.37
-22.21481,-54.7107,978634.97
-22.21036,-54.70518,978636.19
-22.20616,-54.69975,978637.5
-22.20149,-54.69363,978638.6
-22.19727,-54.68793,978638.95
-22.19261,-54.68212,978641.34
-22.18851,-54.6768,978642.63
-22.18354,-54.67022,978640.59
-22.18964,-54.71768,978638.02
-22.18949,-54.71343,978639.39
-22.1893,-54.70921,978637.52
-22.18912,-54.70503,978637.63
-22.18615,-54.72083,978639.87
-22.18218,-54.71997,978641.18
-22.18902,-54.70184,978638.35
-22.18886,-54.69746,978638.68
-22.18861,-54.69344,978639.24
-22.18915,-54.68958,978639.66
-22.192,-54.68708,978639.59
-22.20418,-54.70197,978636.03
-22.19997,-54.7019,978635.5
-22.19651,-54.7019,978635.6
-22.19246,-54.70186,978636.49
-22.18579,-54.7368,978636.99
-22.18303,-54.73386,978638.8
-22.18031,-54.73106,978639.32
-22.17728,-54.72796,978640.9
-22.17414,-54.72629,978638.75
-22.26456,-54.79158,978643.62
-22.26794,-54.79582,978643.67
-22.2666,-54.79974,978642.93
-22.15144,-54.78926,978622.98
-22.15347,-54.7859,978623.37
-22.15732,-54.7886,978624.98
-22.16071,-54.79094,978625.55
-22.16397,-54.79316,978626.14
-22.1609,-54.79636,978623.84
-22.19755,-54.77017,978638.06
-22.19387,-54.77147,978638.44
-22.19145,-54.77271,978634.55
-22.1896,-54.77564,978632.92
-22.17086,-54.7859,978630.12
-22.1676,-54.78373,978630.98
-22.16394,-54.78173,978627.92
-22.1609,-54.78512,978626.76
-22.16607,-54.7791,978628.01
-22.16847,-54.77582,978629.35
-22.16976,-54.77169,978630.6
-22.17273,-54.76815,978632.7
-22.1759,-54.7648,978635.09
-22.17714,-54.76099,978636.18
-22.1545,-54.78275,978623.3
-22.15635,-54.77971,978623.46
-22.15844,-54.77696,978623.56
-22.16285,-54.77816,978625.96
-22.17455,-54.76236,978633.47
-22.1707,-54.75973,978633.18
-22.16724,-54.75783,978633.38
-22.31521,-54.75153,978637.7
